Record_ID,Clustered_Barangay,Date,Day_of_Week,Time_of_Day,Weather_Condition,Population,Commercial_Activity_Score,Distance_to_City_Center_km,Tricycle_Passenger_Count,Enumerator_Name,Remarks
390,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,12:00PM-1:00PM,Sunny,35000,12,1.2,40,J. Dela Cruz,
391,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,1:00PM-2:00PM,Rainy,35000,12,1.2,31,J. Dela Cruz,
392,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,2:00PM-3:00PM,Windy,35000,12,1.2,37,J. Dela Cruz,
393,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,3:00PM-4:00PM,Sunny,35000,12,1.2,44,J. Dela Cruz,
394,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,4:00PM-5:00PM,Stormy,35000,12,1.2,23,J. Dela Cruz,
395,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,5:00PM-6:00PM,Windy,35000,12,1.2,55,J. Dela Cruz,
396,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,6:00PM-7:00PM,Rainy,35000,12,1.2,43,J. Dela Cruz,
397,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,7:00AM-8:00AM,Rainy,19500,5,9.8,17,J. Dela Cruz,
398,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,8:00AM-9:00AM,Sunny,19500,5,9.8,23,J. Dela Cruz,
399,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,9:00AM-10:00AM,Sunny,19500,5,9.8,19,J. Dela Cruz,
400,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,10:00AM-11:00AM,Sunny,19500,5,9.8,15,J. Dela Cruz,
401,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,11:00AM-12:00PM,Sunny,19500,5,9.8,13,J. Dela Cruz,
402,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,12:00PM-1:00PM,Windy,19500,5,9.8,16,J. Dela Cruz,
403,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,1:00PM-2:00PM,Sunny,19500,5,9.8,13,J. Dela Cruz,
404,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,2:00PM-3:00PM,Sunny,19500,5,9.8,13,J. Dela Cruz,
405,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,3:00PM-4:00PM,Windy,19500,5,9.8,14,J. Dela Cruz,
406,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,4:00PM-5:00PM,Sunny,19500,5,9.8,16,J. Dela Cruz,
407,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,5:00PM-6:00PM,Sunny,19500,5,9.8,22,J. Dela Cruz,
408,Cluster 4 (Apopong-Sinawal),2026-03-07,Saturday,6:00PM-7:00PM,Windy,19500,5,9.8,18,J. Dela Cruz,
409,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,7:00AM-8:00AM,Rainy,15200,4,12.5,10,J. Dela Cruz,
410,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,8:00AM-9:00AM,Windy,15200,4,12.5,15,J. Dela Cruz,
411,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,9:00AM-10:00AM,Rainy,15200,4,12.5,9,J. Dela Cruz,
412,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,10:00AM-11:00AM,Windy,15200,4,12.5,10,J. Dela Cruz,
413,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,11:00AM-12:00PM,Stormy,15200,4,12.5,5,J. Dela Cruz,
414,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,12:00PM-1:00PM,Sunny,15200,4,12.5,11,J. Dela Cruz,
415,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,1:00PM-2:00PM,Windy,15200,4,12.5,11,J. Dela Cruz,
416,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,2:00PM-3:00PM,Rainy,15200,4,12.5,7,J. Dela Cruz,
417,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,3:00PM-4:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
418,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,4:00PM-5:00PM,Windy,15200,4,12.5,11,J. Dela Cruz,
419,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,5:00PM-6:00PM,Windy,15200,4,12.5,13,J. Dela Cruz,
420,Cluster 5 (Tambler-Siguel),2026-03-07,Saturday,6:00PM-7:00PM,Sunny,15200,4,12.5,16,J. Dela Cruz,
421,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,7:00AM-8:00AM,Sunny,22800,6,7.3,28,J. Dela Cruz,
422,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,8:00AM-9:00AM,Windy,22800,6,7.3,28,J. Dela Cruz,
423,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,9:00AM-10:00AM,Rainy,22800,6,7.3,18,J. Dela Cruz,
424,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,10:00AM-11:00AM,Sunny,22800,6,7.3,18,J. Dela Cruz,
425,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,11:00AM-12:00PM,Windy,22800,6,7.3,17,J. Dela Cruz,
426,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,12:00PM-1:00PM,Rainy,22800,6,7.3,13,J. Dela Cruz,
427,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,1:00PM-2:00PM,Sunny,22800,6,7.3,19,J. Dela Cruz,
428,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,2:00PM-3:00PM,Rainy,22800,6,7.3,14,J. Dela Cruz,
429,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,3:00PM-4:00PM,Windy,22800,6,7.3,17,J. Dela Cruz,
430,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,4:00PM-5:00PM,Sunny,22800,6,7.3,22,J. Dela Cruz,
431,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,5:00PM-6:00PM,Rainy,22800,6,7.3,20,J. Dela Cruz,
432,Cluster 6 (Fatima-San Isidro),2026-03-07,Saturday,6:00PM-7:00PM,Windy,22800,6,7.3,26,J. Dela Cruz,
433,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,7:00AM-8:00AM,Sunny,42000,11,6.5,53,J. Dela Cruz,
434,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,8:00AM-9:00AM,Sunny,42000,11,6.5,51,J. Dela Cruz,
435,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,9:00AM-10:00AM,Sunny,42000,11,6.5,43,J. Dela Cruz,
436,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,10:00AM-11:00AM,Windy,42000,11,6.5,35,J. Dela Cruz,
437,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,11:00AM-12:00PM,Sunny,42000,11,6.5,30,J. Dela Cruz,
438,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,12:00PM-1:00PM,Rainy,42000,11,6.5,28,J. Dela Cruz,
439,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,1:00PM-2:00PM,Sunny,42000,11,6.5,38,J. Dela Cruz,
440,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,2:00PM-3:00PM,Sunny,42000,11,6.5,33,J. Dela Cruz,
441,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,3:00PM-4:00PM,Sunny,42000,11,6.5,33,J. Dela Cruz,
442,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,4:00PM-5:00PM,Sunny,42000,11,6.5,43,J. Dela Cruz,
443,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,5:00PM-6:00PM,Rainy,42000,11,6.5,39,J. Dela Cruz,
444,Cluster 1 (Lagao-City Heights),2026-03-08,Sunday,6:00PM-7:00PM,Sunny,42000,11,6.5,48,J. Dela Cruz,
445,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,7:00AM-8:00AM,Sunny,28500,7,4.0,36,J. Dela Cruz,
446,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,8:00AM-9:00AM,Windy,28500,7,4.0,34,J. Dela Cruz,
447,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,9:00AM-10:00AM,Sunny,28500,7,4.0,32,J. Dela Cruz,
448,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,10:00AM-11:00AM,Sunny,28500,7,4.0,24,J. Dela Cruz,
449,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,11:00AM-12:00PM,Sunny,28500,7,4.0,22,J. Dela Cruz,
450,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,12:00PM-1:00PM,Windy,28500,7,4.0,25,J. Dela Cruz,
451,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,1:00PM-2:00PM,Stormy,28500,7,4.0,12,J. Dela Cruz,
452,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,2:00PM-3:00PM,Stormy,28500,7,4.0,12,J. Dela Cruz,
453,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,3:00PM-4:00PM,Sunny,28500,7,4.0,25,J. Dela Cruz,
454,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,4:00PM-5:00PM,Windy,28500,7,4.0,28,J. Dela Cruz,
455,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,5:00PM-6:00PM,Sunny,28500,7,4.0,36,J. Dela Cruz,
456,Cluster 2 (Calumpang-Bula),2026-03-08,Sunday,6:00PM-7:00PM,Sunny,28500,7,4.0,36,J. Dela Cruz,
457,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,7:00AM-8:00AM,Sunny,35000,12,1.2,62,J. Dela Cruz,
458,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,8:00AM-9:00AM,Windy,35000,12,1.2,56,J. Dela Cruz,
459,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,9:00AM-10:00AM,Windy,35000,12,1.2,49,J. Dela Cruz,
460,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,10:00AM-11:00AM,Windy,35000,12,1.2,40,J. Dela Cruz,
461,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,11:00AM-12:00PM,Windy,35000,12,1.2,39,J. Dela Cruz,
462,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,12:00PM-1:00PM,Windy,35000,12,1.2,44,J. Dela Cruz,
463,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,1:00PM-2:00PM,Windy,35000,12,1.2,37,J. Dela Cruz,
464,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,2:00PM-3:00PM,Sunny,35000,12,1.2,39,J. Dela Cruz,
465,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,3:00PM-4:00PM,Windy,35000,12,1.2,36,J. Dela Cruz,
466,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,4:00PM-5:00PM,Sunny,35000,12,1.2,50,J. Dela Cruz,
467,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,5:00PM-6:00PM,Sunny,35000,12,1.2,55,J. Dela Cruz,
468,Cluster 3 (Dadiangas Central),2026-03-08,Sunday,6:00PM-7:00PM,Sunny,35000,12,1.2,62,J. Dela Cruz,
469,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,7:00AM-8:00AM,Sunny,19500,5,9.8,22,J. Dela Cruz,
470,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,8:00AM-9:00AM,Rainy,19500,5,9.8,15,J. Dela Cruz,
471,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,9:00AM-10:00AM,Rainy,19500,5,9.8,13,J. Dela Cruz,
472,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,10:00AM-11:00AM,Rainy,19500,5,9.8,11,J. Dela Cruz,
473,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,11:00AM-12:00PM,Sunny,19500,5,9.8,12,J. Dela Cruz,
474,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,12:00PM-1:00PM,Stormy,19500,5,9.8,7,J. Dela Cruz,
475,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,1:00PM-2:00PM,Stormy,19500,5,9.8,8,J. Dela Cruz,
476,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,2:00PM-3:00PM,Windy,19500,5,9.8,14,J. Dela Cruz,
477,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,3:00PM-4:00PM,Stormy,19500,5,9.8,8,J. Dela Cruz,
478,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,4:00PM-5:00PM,Sunny,19500,5,9.8,18,J. Dela Cruz,
479,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,5:00PM-6:00PM,Sunny,19500,5,9.8,21,J. Dela Cruz,
480,Cluster 4 (Apopong-Sinawal),2026-03-08,Sunday,6:00PM-7:00PM,Sunny,19500,5,9.8,21,J. Dela Cruz,
481,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,7:00AM-8:00AM,Windy,15200,4,12.5,14,J. Dela Cruz,
482,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,8:00AM-9:00AM,Rainy,15200,4,12.5,13,J. Dela Cruz,
483,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,9:00AM-10:00AM,Sunny,15200,4,12.5,12,J. Dela Cruz,
484,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,10:00AM-11:00AM,Sunny,15200,4,12.5,11,J. Dela Cruz,
485,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,11:00AM-12:00PM,Windy,15200,4,12.5,10,J. Dela Cruz,
486,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,12:00PM-1:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
487,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,1:00PM-2:00PM,Rainy,15200,4,12.5,8,J. Dela Cruz,
488,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,2:00PM-3:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
489,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,3:00PM-4:00PM,Sunny,15200,4,12.5,11,J. Dela Cruz,
490,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,4:00PM-5:00PM,Sunny,15200,4,12.5,12,J. Dela Cruz,
491,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,5:00PM-6:00PM,Sunny,15200,4,12.5,16,J. Dela Cruz,
492,Cluster 5 (Tambler-Siguel),2026-03-08,Sunday,6:00PM-7:00PM,Sunny,15200,4,12.5,14,J. Dela Cruz,
493,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,7:00AM-8:00AM,Windy,22800,6,7.3,27,J. Dela Cruz,
494,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,8:00AM-9:00AM,Stormy,22800,6,7.3,14,J. Dela Cruz,
495,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,9:00AM-10:00AM,Windy,22800,6,7.3,20,J. Dela Cruz,
496,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,10:00AM-11:00AM,Sunny,22800,6,7.3,17,J. Dela Cruz,
497,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,11:00AM-12:00PM,Sunny,22800,6,7.3,17,J. Dela Cruz,
498,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,12:00PM-1:00PM,Stormy,22800,6,7.3,9,J. Dela Cruz,
499,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,1:00PM-2:00PM,Sunny,22800,6,7.3,18,J. Dela Cruz,
500,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,2:00PM-3:00PM,Stormy,22800,6,7.3,9,J. Dela Cruz,
501,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,3:00PM-4:00PM,Sunny,22800,6,7.3,19,J. Dela Cruz,
502,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,4:00PM-5:00PM,Sunny,22800,6,7.3,24,J. Dela Cruz,
503,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,5:00PM-6:00PM,Sunny,22800,6,7.3,26,J. Dela Cruz,
504,Cluster 6 (Fatima-San Isidro),2026-03-08,Sunday,6:00PM-7:00PM,Sunny,22800,6,7.3,24,J. Dela Cruz,
